Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_AC,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RM,R_HEAT_TYP,YR_BUILT,Latitude,Longitude
1503055000,322000,165.13,1950,Semi?Det,3007,3,5,1,1,1,N,0,R1,Y,SD,M,M,8,W,1900,42.310189,-71.061119
1503184010,320000,248.45,1288,Semi?Det,1932,2,3,1,1,1,N,1,R1,N,SD,G,F,6,W,1989,42.312599,-71.055788
1503187000,450000,229.94,1644,Colonial,2573,2,2,1,0,1,N,0,R1,Y,CL,G,M,6,F,1910,42.31243,-71.0555
1503200000,730000,211.04,3459,Decker,4969,3,9,3,0,3,N,0,R3,N,DK,F,W,15,F,1905,42.31117,-71.0559
1600086030,1275000,252.78,5044,Conventional,9252,2.5,6,3,0,3,C,4,R2,N,CV,G,W,11,F,1900,42.30021,-71.0525
1600090000,605000,176.54,3427,Decker,4604,3,6,3,0,3,N,0,R3,Y,DK,G,M,15,W,1905,42.30055,-71.05308
1600120000,370000,282.44,1310,Cape,2836,1,4,1,0,1,N,0,R1,Y,CP,G,B,6,F,1950,42.29763,-71.05097
1600318000,485000,253.13,1916,Colonial,2494,2,4,1,1,1,N,0,R1,Y,CL,G,M,9,F,1900,42.29418,-71.05109
1600342000,685000,197.35,3471,Decker,5195,3,6,3,0,3,N,0,R3,Y,DK,F,F,15,W,1905,42.29476,-71.05157
1600361000,550000,165.61,3321,Decker,5037,3,9,3,0,3,N,0,R3,N,DK,F,M,18,W,1910,42.29575,-71.05516
1600399000,620000,170.38,3639,Decker,5444,3,8,3,0,3,N,0,R3,N,DK,F,W,17,W,1905,42.29456,-71.05476
1600786000,413500,176.56,2342,Colonial,3844,2,5,1,1,1,N,0,R1,Y,CL,G,M,9,W,1935,42.298233,-71.065071
1600858000,550000,140.09,3926,Conventional,6183,2.5,6,2,0,2,N,0,R2,N,CV,G,W,15,W,1900,42.29688,-71.06298
1601026000,525000,208.75,2515,Conventional,4222,2,5,2,0,2,N,0,R2,Y,CV,G,M,12,W,1905,42.29523,-71.05676
1601040000,513000,148.18,3462,Decker,5231,3,6,3,0,3,N,0,R3,N,DK,F,A,15,F,1905,42.2951,-71.05834
1601043000,600000,135.04,4443,Decker,6372,3,9,3,0,3,N,0,R3,N,DK,F,M,18,W,1920,42.29541,-71.05849
1601068000,415000,303.36,1368,Colonial,2181,2,3,1,0,1,N,0,R1,Y,CL,G,W,6,W,1920,42.29329,-71.06118
1601079000,400000,147.17,2718,Conventional,4810,2,5,2,0,2,N,0,R2,Y,CV,G,M,9,F,1915,42.29353,-71.05944
1601204000,565000,157.25,3593,Conventional,5652,2.5,8,3,0,3,N,0,R3,N,CV,G,W,13,F,1910,42.2948,-71.06231
1601209000,536000,153.93,3482,Conventional,5675,2.5,5,2,2,2,C,0,R2,N,CV,H,W,14,F,1910,42.29537,-71.06231
1601318000,645000,205.54,3138,Decker,4898,3,6,3,0,3,N,0,R3,N,DK,F,M,15,F,1905,42.29039,-71.0636
1601383000,558000,170.02,3282,Decker,5096,3,6,3,0,3,N,0,R3,N,DK,F,W,15,W,1905,42.29081,-71.06565
1601552000,627000,174.75,3588,Decker,5297,3,6,3,0,3,N,0,R3,Y,DK,F,M,15,W,1905,42.28877,-71.0655
1601582000,478000,161.76,2955,Conventional,4949,2,4,2,0,2,N,0,R2,N,CV,G,M,10,W,1895,42.29208,-71.06079
1601627000,505000,179.84,2808,Conventional,5142,2,6,2,0,2,N,0,R2,N,CV,G,M,12,W,1900,42.29064,-71.06201
1601654000,554600,176.51,3226,Conventional,4966,2.5,5,3,0,3,N,0,R3,Y,CV,G,M,14,W,1987,42.29048,-71.06162
1601659000,605000,165.26,3617,Conventional,5846,2.5,7,3,0,3,N,0,R3,Y,CV,G,M,16,W,1907,42.29029,-71.06242
1601666000,494500,216.22,2307,Conventional,4225,2,4,2,0,2,N,1,R2,N,CV,G,M,9,W,1915,42.28996,-71.06247
1601673000,633000,216.63,2922,Conventional,4511,2.5,6,3,0,3,N,0,R3,N,CV,G,F,14,S,1915,42.29024,-71.06134
1601691000,400000,198.22,2018,Colonial,3480,2,3,1,1,1,N,1,R1,N,CL,G,M,9,W,1910,42.29014,-71.06075
1601696000,370000,199.46,2078,Colonial,3246,2.5,5,2,1,1,N,1,R1,N,CL,G,M,8,W,1920,42.28994,-71.06146
1601706000,550000,162.39,3387,Decker,4968,3,6,3,0,3,N,0,R3,N,DK,F,F,15,W,1905,42.28957,-71.06294
1601748000,480000,167.13,2872,Conventional,5199,2,6,2,0,2,N,0,R2,Y,CV,G,W,14,W,1920,42.28979,-71.06076
1601817000,660000,188.3,3505,Conventional,5500,2.5,6,3,0,3,N,0,R3,Y,CV,H,W,15,W,1930,42.2915,-71.05862
1601830000,500000,204.58,2922,Two Fam Stack,5260,2,4,2,0,2,N,0,R2,Y,CV,G,W,12,W,1930,42.291766,-71.05873
1601879000,420000,290.66,1483,Cape,2892,1.5,3,1,0,1,N,1,R1,Y,CP,G,M,8,W,1930,42.29278,-71.05644
1601882000,684500,240.68,2908,Victorian,4427,2.5,4,2,1,2,N,1,R1,Y,CL,H,F,10,W,1910,42.29264,-71.05707
1601907000,635000,184.38,3444,Decker,5436,3,8,3,0,3,N,0,R3,N,DK,F,M,15,F,1885,42.29275,-71.05439
1601964000,430000,279.95,1536,Colonial,2472,2,3,1,1,1,N,0,R1,N,CL,H,M,8,W,1920,42.28955,-71.05356
1601988000,410000,284.13,1443,Cape,2629,1.5,3,1,1,1,N,0,R1,Y,CP,G,M,9,W,1940,42.29026,-71.05551
1602020009,504900,396.31,1274,Colonial,1922,2,3,1,1,1,N,1,R1,Y,CL,G,W,6,F,1958,42.29066,-71.05407
1602077000,470000,191.06,2928,Two Fam Stack,5504,2,5,2,0,2,N,0,R2,N,CV,G,W,11,W,1900,42.28862,-71.05469
1602085000,619000,271.97,2276,Two Fam Stack,3754,2,4,2,0,2,N,0,R2,N,TF,H,M,10,W,1926,42.28884,-71.05495
1602107000,438000,334.35,1310,Colonial,2047,2,3,1,0,1,N,0,R1,N,CL,H,M,6,W,1912,42.28941,-71.05302
1602149000,575000,234.03,2493,Colonial,4129,2,3,1,0,1,N,0,R1,Y,CL,G,M,9,F,1900,42.29073,-71.05067
1602228000,599000,203.05,3067,Colonial,5109,2.5,6,1,0,1,N,0,R1,Y,CL,G,A,11,W,1880,42.29205,-71.0516
1602229000,611500,192.66,3174,Colonial,4899,2.5,5,2,0,1,N,1,R1,Y,CL,H,A,9,W,1880,42.2921,-71.05144
1602242003,504000,413.45,1219,Ranch,2531,1,3,2,0,1,N,1,R1,Y,RN,H,W,6,W,1959,42.2917,-71.05137
1602279000,610000,219.9,2774,Conventional,4912,2,4,2,0,2,N,0,R2,N,CV,H,W,11,W,1915,42.29238,-71.05267
1602425000,430000,424.06,1162,Colonial,1881,2,3,1,0,1,N,0,R1,Y,CL,G,M,6,W,1905,42.28931,-71.04612
1602444000,499000,271.2,1840,Colonial,3106,2,2,2,1,1,C,0,R1,N,CL,G,M,6,F,1920,42.28685,-71.04462
1602520000,406500,300,1355,Colonial,2522,1.5,3,1,1,1,N,0,R1,Y,CV,G,A,8,W,1890,42.28984,-71.0479
1602522000,475000,189.55,2506,Colonial,4140,2,4,1,1,1,N,0,R1,Y,CL,G,A,10,F,1912,42.29009,-71.04813
1602621000,585000,202.42,2890,Conventional,4221,2.5,8,3,0,3,N,0,R3,Y,CV,G,P,16,F,1900,42.28897,-71.04121
1602728000,474000,183.37,2311,Duplex,4050,2,4,2,0,2,N,0,R2,N,DX,G,W,9,W,1910,42.287163,-71.041628
1602823000,618750,188.41,2104,Conventional,3996,2.5,5,3,0,3,N,0,R3,N,CV,G,M,13,F,1900,42.289,-71.06061
1602935000,350000,262.96,1331,Colonial,2598,1.5,3,1,1,1,N,1,R1,Y,CL,G,M,7,W,1880,42.28941,-71.05763
1602983000,620000,182.09,3405,Decker,5338,3,9,3,0,3,N,0,R3,N,DK,F,W,15,W,1905,42.2883,-71.06207
1603059000,575000,220.31,2610,Colonial,4974,2,3,1,1,1,N,1,R1,Y,CL,G,A,11,W,1900,42.28754,-71.06064
1603160000,407500,200.34,2034,Colonial,3600,2,5,1,1,1,N,0,R1,N,CL,G,W,9,F,1915,42.28795,-71.05957
1603198000,387500,312,1242,Colonial,2157,2,3,2,0,1,N,0,R1,Y,CL,L,M,6,W,1920,42.28682,-71.05528
1603231000,585000,272.09,2150,Two Fam Stack,3589,2,5,2,0,2,N,0,R2,N,TF,H,M,11,W,1920,42.28607,-71.05497
1603268000,400000,316.46,1355,Colonial,2238,2,3,1,1,1,N,0,R1,Y,CL,H,M,8,W,1925,42.28602,-71.0571
1603346000,715000,186.29,3838,Two Fam Stack,6528,2,6,4,0,2,N,0,R2,Y,TF,H,B,13,W,1928,42.287079,-71.058252
1603433000,760000,201.16,3751,Victorian,6036,2.5,5,2,1,1,C,5,R1,N,VT,G,W,11,F,1884,42.28371,-71.06052
1603439000,636000,189.29,3360,Conventional,5988,2,6,3,0,2,N,1,R2,Y,CV,H,W,13,W,1926,42.28409,-71.05914
1603514000,565000,351.37,1608,Colonial,2590,2,4,1,1,1,N,0,R1,Y,CL,L,B,8,W,1935,42.28628,-71.05217
1603545000,645000,249.42,2586,Two Fam Stack,4191,2,5,2,0,2,N,0,R2,N,TF,H,W,11,W,1915,42.28551,-71.05397
1603590000,595000,281.19,2116,Two Fam Stack,3438,2,4,2,0,2,N,0,R2,N,TF,H,W,12,W,1928,42.286485,-71.049574
1603602000,567000,262.5,2160,Two Fam Stack,3628,2,4,2,0,2,N,0,R2,N,TF,G,W,10,W,1928,42.286541,-71.050062
1603603000,585000,250,2340,Two Fam Stack,4014,2,4,2,0,2,N,0,R2,N,TF,H,M,12,E,1930,42.28643,-71.05001
1603614000,570000,240.1,2374,Two Fam Stack,3897,2,4,2,0,2,N,0,R2,Y,TF,G,M,12,W,1935,42.28655,-71.05054
1603641000,610000,272.08,2242,Two Fam Stack,3887,2,4,2,0,2,N,0,R2,Y,TF,H,W,10,F,1910,42.28466,-71.05352
1603643000,615000,220.35,2791,Conventional,5004,2,4,2,0,2,N,0,R2,N,CV,H,W,11,W,1910,42.284685,-71.053236
1603645000,650000,266.39,2440,Two Fam Stack,4022,2,6,2,0,2,N,0,R2,N,TF,H,W,12,W,1925,42.284738,-71.052923
1603672000,400000,235.71,1697,Colonial,3019,2,6,1,0,1,N,1,R1,Y,CL,G,M,9,W,1903,42.28438,-71.05454
1603690000,557000,216.39,2574,Two Fam Stack,4122,2,5,2,0,2,N,0,R2,Y,TF,H,B,13,W,1926,42.28549,-71.05257
1603695000,625000,279.02,2240,Two Fam Stack,3410,2,5,2,0,2,N,0,R2,N,TF,H,B,11,W,1925,42.28519,-71.05249
1603733000,725000,204.98,3537,Decker,5276,3,6,3,0,3,N,0,R3,N,DK,F,W,15,W,1926,42.28768,-71.05032
1603789000,600000,161.2,3722,Decker,5542,3,7,3,0,3,N,0,R3,N,DK,F,A,16,W,1905,42.28783,-71.05474
1603914000,625000,242.25,2580,Two Fam Stack,4201,2,7,2,0,2,N,0,R2,N,TF,H,M,12,W,1900,42.28769,-71.04822
1604023000,614000,232.58,2640,Two Fam Stack,4361,2,6,2,0,2,N,0,R2,N,TF,H,M,12,W,1935,42.28575,-71.04939
1604222000,588000,205.59,2848,Semi?Det,4687,2,4,2,0,2,N,0,R2,Y,SD,G,M,10,F,1940,42.28587,-71.04568
1604304000,480000,193.94,2475,Two Fam Stack,3918,2,4,2,0,2,N,0,R2,N,TF,G,M,11,W,1929,42.28037,-71.04876
1604457000,519000,263.72,1968,Two Fam Stack,3466,2,3,2,0,2,N,0,R2,Y,TF,G,M,8,W,1920,42.28085,-71.05121
1604557000,455000,337.04,1350,Colonial,2297,2,4,1,1,1,N,0,R1,Y,CL,H,W,8,W,1940,42.2824,-71.04975
1604558000,545000,388.18,1404,Colonial,2318,2,4,1,1,1,N,1,R1,Y,CL,G,W,7,W,1920,42.28229,-71.04974
1604562000,460000,294.68,1561,Conventional,3002,1.5,3,1,0,1,N,1,R1,Y,CV,G,M,7,W,1928,42.28173,-71.04968
1604822000,475000,304.49,1747,Colonial,3522,2,3,1,1,1,N,1,R1,Y,CL,G,M,7,W,1940,42.28166,-71.06262
1604877000,490000,267.91,1560,Colonial,2405,2,4,1,0,1,N,1,R1,Y,CL,G,M,7,W,1900,42.28144,-71.06416
1604891000,559900,162.43,3447,Decker,4968,3,6,3,0,3,N,0,R3,N,DK,F,W,15,W,1920,42.28033,-71.06555
1604959000,457500,301.18,1519,Colonial,2403,2,3,2,1,1,N,2,R1,N,CL,G,W,6,W,1964,42.27969,-71.06009
1604993000,512500,334.53,1532,Colonial,2532,2,3,1,1,1,N,1,R1,Y,CL,H,W,7,W,1925,42.27948,-71.06111
1605001000,370000,395.3,936,Ranch,1912,1,3,1,1,1,N,0,R1,Y,BW,G,W,5,W,1950,42.27838,-71.06185
1605069000,635000,220.41,2898,Conventional,4856,2,4,2,0,2,N,0,R2,Y,CV,G,M,10,F,1900,42.28042,-71.05845
1605107000,555000,282.01,1968,Conventional,3275,2,3,2,0,2,N,0,R2,Y,CV,G,M,11,W,1932,42.28132,-71.05747
1605155000,393000,288.55,1362,Conventional,2348,1.5,3,1,1,1,N,0,R1,Y,CV,G,A,8,W,1900,42.28188,-71.0557
1605191000,625000,187.41,3335,Conventional,5816,2,4,2,0,2,N,0,R2,Y,CV,G,M,12,W,1920,42.282661,-71.0572
1605260000,499500,180.46,2331,Conventional,3702,2,5,2,0,2,N,0,R2,Y,TF,G,W,11,W,1928,42.28246,-71.05969
1605306000,645000,297.1,2171,Victorian,3374,2.5,6,1,1,1,N,0,R1,Y,CL,G,W,10,F,1925,42.28364,-71.06197
1605354000,452000,283.56,1168,Split Level,2656,1,3,1,1,1,N,1,R1,Y,SL,G,W,7,W,1950,42.28621,-71.06224
1700277038,219000,238.56,918,Row Middle,1383,2,2,1,0,1,N,0,R1,Y,RM,G,W,4,E,1984,42.29639,-71.07409
1700326000,485000,196.28,2471,Conventional,4018,2,6,2,1,2,N,0,R2,N,CV,G,M,10,F,1915,42.29327,-71.07795
1700337000,490000,155.8,3145,Conventional,5726,2,6,2,0,2,N,0,R2,N,CV,G,M,14,F,1910,42.29308,-71.0774
1700350000,560000,151.76,3690,Decker,5176,3,9,3,0,3,N,0,R3,N,DK,H,M,15,W,1910,42.29435,-71.07769
1700353000,601900,158.98,3786,Decker,6039,3,9,3,0,3,N,0,R3,N,DK,F,W,18,F,1905,42.29424,-71.07737
1700516000,485000,121.37,3996,Conventional,6430,2.5,8,2,1,2,N,0,R2,N,CV,H,M,14,W,1900,42.29321,-71.07379
1700536000,410000,184.44,2567,Colonial,4222,2.5,5,2,1,1,N,1,R1,Y,CL,L,W,8,F,1900,42.29243,-71.0738
1700674000,470000,124.5,3775,Conventional,5880,2.5,8,3,0,3,N,1,R3,N,CV,G,M,15,W,1910,42.29142,-71.07327
1700724000,609000,211.9,2874,Victorian,5051,2,6,2,0,1,N,1,R1,Y,VT,L,W,11,W,1900,42.292,-71.06957
1700789000,620000,157.32,3941,Decker,5963,3,9,3,0,3,N,0,R3,N,DK,F,W,15,W,1905,42.29247,-71.06529
1700862000,495000,206.42,2398,Colonial,4354,2,6,4,0,1,N,0,R1,Y,CL,G,A,9,W,1898,42.29474,-71.06394
1700866000,660000,292.04,2283,Colonial,3742,2.5,5,2,1,1,C,0,R1,Y,CL,G,W,9,F,1890,42.29454,-71.06483
1700882000,454000,250.14,1815,Colonial,3210,2,5,1,1,1,C,2,R1,Y,CL,G,W,8,W,1880,42.294,-71.06731
1700907000,525000,161.94,3242,Colonial,5420,2.5,4,3,1,2,N,3,R1,Y,CL,H,F,9,W,1905,42.29225,-71.07095
1701019010,555000,234.97,2362,Colonial,4066,2,4,3,2,1,C,0,R1,N,CL,G,M,7,F,2000,42.295166,-71.069517
1701049000,429000,185.23,2606,Colonial,4459,2.5,6,1,0,1,N,1,R1,N,CL,G,W,9,W,1900,42.29589,-71.06802
1701059000,495000,125.7,3938,Two Fam Stack,6486,2,6,2,0,2,N,0,R2,Y,TF,H,W,14,W,1900,42.296728,-71.066813
1701067000,775000,295.46,2983,Victorian,4319,2.5,5,2,1,1,N,1,R1,Y,VT,G,W,9,W,1901,42.29646,-71.06619
1701069000,740000,285.16,2340,Victorian,4050,2,5,1,1,1,N,1,R1,Y,VT,G,W,10,F,1895,42.2962,-71.06624
1701100000,460000,143.17,3213,Conventional,5409,2.5,6,2,1,2,N,0,R2,Y,CV,L,M,13,W,1920,42.29614,-71.06816
1701172000,492000,109.77,4485,Decker,6876,3,9,3,0,3,N,0,R3,N,DK,F,M,18,F,1910,42.29635,-71.07022
1701188000,520000,197.64,2631,Colonial,4462,2,6,1,1,1,N,1,R1,Y,CL,L,U,9,W,1920,42.29714,-71.06769
1701353000,510000,166.83,3057,Decker,4562,3,6,3,0,3,N,0,R3,N,DK,F,W,15,F,1905,42.2877,-71.07279
1701392000,357000,171.14,2086,Colonial,3205,2,4,2,0,1,N,0,R1,Y,CV,G,F,9,W,1870,42.28817,-71.07523
1701426000,480000,163.21,2672,Two Fam Stack,4372,2,6,2,0,2,N,0,R2,N,TF,G,M,10,W,1885,42.29013,-71.0744
1701429000,490000,136.99,3577,Decker,4905,3,9,3,0,3,N,0,R3,N,DK,F,M,16,F,1905,42.29021,-71.07392
1701558000,445000,190.17,2340,Conventional,3280,3,5,3,0,2,C,0,R2,Y,CV,F,M,9,W,2003,42.290763,-71.076019
1701623000,380000,192.7,1972,Two Fam Stack,2904,2,5,2,0,2,N,0,R2,N,TF,G,A,7,W,1880,42.28631,-71.07988
1701680000,452000,164.24,2592,Conventional,4336,2,7,3,0,2,N,0,R2,N,CV,G,M,12,W,1885,42.28816,-71.0757
1701684000,425000,160.92,2641,Conventional,4310,2.5,6,3,0,3,N,0,R3,N,CV,G,W,12,F,1896,42.28791,-71.07588
1701698000,549000,164.42,3339,Decker,5243,3,6,3,0,3,N,0,R3,N,DK,F,M,15,W,1925,42.28701,-71.07534
1701710000,552500,134.62,4104,Decker,5994,3,9,3,0,3,N,0,R3,N,DK,F,M,15,W,1920,42.28664,-71.0741
1701810000,360000,150.38,2394,Conventional,3892,2,5,1,0,1,N,0,R1,N,CL,G,M,9,F,1900,42.28739,-71.07785
1701832000,399000,191.73,2318,Colonial,3876,2.5,6,1,0,1,N,0,R1,Y,CL,G,M,11,W,1900,42.28658,-71.0767
1701870000,415000,153.25,2730,Conventional,4418,2,8,2,0,2,N,0,R2,N,CV,G,M,13,W,1920,42.28809,-71.07657
1701930000,360000,199.34,1806,Colonial,3047,2,5,1,0,1,N,0,R1,N,CL,G,M,9,W,1885,42.28421,-71.07715
1702082000,460000,152.82,3217,Conventional,4497,2,4,3,0,3,N,0,R3,N,CV,G,M,9,W,1925,42.28362,-71.08113
1702142000,542500,159.75,3396,Decker,5312,3,6,3,0,3,N,0,R3,N,DK,F,M,15,W,1905,42.28298,-71.08219
1702145000,415000,126.22,3288,Decker,5314,3,6,3,0,3,N,0,R3,Y,DK,F,M,15,F,1905,42.28269,-71.08208
1702228000,450000,145.77,3087,Decker,4767,3,6,3,0,3,N,0,R3,N,DK,F,M,15,W,1905,42.28068,-71.08207
1702285000,405000,267.86,1512,Colonial,2436,2,3,1,1,1,N,0,R1,Y,CL,G,M,6,W,1999,42.29878,-71.06869
1702310000,440000,177.56,2508,Colonial,4146,2,4,1,1,1,N,0,R1,N,CL,L,F,10,F,1925,42.29953,-71.06736
1702321000,450000,162.4,2771,Colonial,4417,2.5,6,3,1,1,N,1,R1,Y,CL,G,M,10,W,1890,42.29899,-71.06918
1702334000,499900,166.25,3007,Conventional,4850,2.5,5,2,0,2,N,0,R2,N,CV,G,F,12,F,1900,42.29878,-71.07107
1702340000,553750,127.83,4332,Decker,6810,3,9,3,0,3,N,0,R3,Y,DK,F,M,18,W,1905,42.29905,-71.07034
1702425000,599900,140.52,4269,Decker,6370,3,9,3,0,3,N,0,R3,N,DK,F,M,18,W,1905,42.29656,-71.07152
1702592000,455000,168.52,2700,Two Fam Stack,4290,2,6,2,0,2,N,0,R2,N,TF,H,M,12,W,1924,42.279276,-71.079959
1702628000,410000,142.36,2880,Two Fam Stack,4724,2,6,2,0,2,N,0,R2,N,TF,H,M,14,W,1905,42.27976,-71.07806
1702934000,520000,151.12,3441,Decker,5337,3,6,3,0,3,N,0,R3,N,DK,F,M,15,F,1905,42.28228,-71.07194
1702995000,557000,166.27,3504,Conventional,6238,2,6,2,0,2,N,0,R2,N,CV,H,B,14,W,1929,42.28103,-71.07299
1703015000,420800,188.19,2236,Two Fam Stack,4899,2,5,2,0,2,N,0,R2,Y,TF,H,M,12,N,1945,42.28046,-71.07177
1703096000,595000,227.97,2610,Two Fam Stack,4239,2,6,2,2,2,C,0,R2,N,TF,G,M,12,F,2012,42.279667,-71.072559
1703135000,385000,235.04,1638,Two Fam Stack,2490,2,4,2,0,2,N,0,R2,Y,TF,G,M,8,F,1953,42.27968,-71.07069
1703139003,370000,263.91,1372,Colonial,2170,2,3,1,1,1,N,1,R1,Y,CL,G,W,8,W,1948,42.27865,-71.0709
1703157000,421000,214.47,1963,Colonial,3392,2,4,1,1,1,N,0,R1,N,CL,G,M,7,W,1920,42.27826,-71.07264
1703253000,400000,231.48,1728,Duplex,2682,2,4,2,0,2,N,0,R2,Y,DX,H,M,8,W,1925,42.27885,-71.07816
1703262000,390000,312,1250,Colonial,2175,2,2,2,0,1,N,0,R1,N,CL,H,M,6,W,1920,42.27925,-71.07649
1703273004,355000,239.22,1484,Colonial,2476,2,3,1,1,1,N,1,R1,Y,CL,G,M,7,F,1940,42.2783,-71.0704
1703273014,455000,282.26,1612,Colonial,2538,2,4,1,1,1,N,1,R1,Y,CL,G,M,7,F,1945,42.27775,-71.07098
1703273017,435000,269.85,1612,Colonial,2410,2,3,1,1,1,N,1,R1,Y,CL,G,M,7,F,1945,42.27764,-71.07155
1703274000,461000,314.89,1464,Colonial,2424,2,4,1,0,1,N,0,R1,Y,CL,H,W,7,W,1935,42.27753,-71.07242
1703301000,375000,233.5,1398,Colonial,2044,2,3,1,0,1,N,0,R1,N,CL,G,A,6,W,1935,42.27554,-71.07029
1703330000,339900,277.7,1224,Cape,2746,1.5,2,1,1,1,N,1,R1,N,CP,G,M,6,W,1935,42.27557,-71.0719
1703345000,400000,263.33,1519,Colonial,2669,1.5,3,2,0,1,N,0,R1,Y,CL,G,M,6,W,1925,42.27425,-71.07175
1703445000,540000,169.28,3579,Conventional,5846,2.5,5,3,0,2,N,0,R2,N,CV,G,M,13,W,1925,42.278058,-71.076025
1703463000,440000,242.02,1678,Colonial,3002,2,3,1,1,1,N,1,R1,Y,CL,G,B,7,W,1930,42.2774,-71.07709
1703524000,560000,204.23,2557,Colonial,3951,2.5,3,1,1,1,C,0,R1,Y,CL,G,M,7,F,1900,42.27486,-71.06334
1703669000,540000,244.68,2251,Conventional,3996,2,6,2,0,2,N,0,R2,N,CV,G,M,12,W,1920,42.27186,-71.06267
1703836000,410000,241.18,850,Duplex,1695,1.5,2,1,0,1,N,0,R1,Y,SD,G,W,4,F,1910,42.27324,-71.07538
1704002000,340000,303.57,1120,Colonial,1744,2,3,1,0,1,N,1,R1,Y,CL,G,M,7,W,1940,42.27407,-71.07688
1704015000,391000,224.84,1671,Colonial,3066,1.5,3,2,0,1,C,0,R1,Y,CL,G,A,7,W,1874,42.2741,-71.07541
1704084000,490000,239.84,2043,Colonial,3293,2,3,2,1,1,C,1,R1,Y,CL,G,F,7,F,2008,42.277355,-71.067346
1704245000,515000,156.25,3296,Conventional,5740,2,5,2,0,2,N,0,R2,Y,CV,G,M,14,W,1929,42.2804,-71.06964
1704267000,499000,151.81,3326,Conventional,5804,2,4,2,0,2,N,2,R2,N,CV,G,M,12,W,1928,42.28089,-71.0694
1704444000,468000,294.34,1372,Colonial,2294,2,4,1,1,1,N,0,R1,Y,CL,G,M,7,W,1935,42.28093,-71.06804
1704473000,369000,171.79,1812,Colonial,3025,2,4,1,1,1,N,0,R1,Y,CL,G,M,7,W,1920,42.28326,-71.06872
1704488000,605000,177.68,3405,Decker,5377,3,9,3,0,3,N,0,R3,N,DK,F,F,18,W,1900,42.28234,-71.07081
1704518000,350000,258.88,1352,Colonial,1586,2,4,1,0,1,N,0,R1,N,CL,M,F,7,F,1900,42.28418,-71.06699
1704550000,640000,171.49,3732,Decker,5789,3,6,3,0,3,N,0,R3,N,DK,F,W,15,W,1905,42.28357,-71.07085
1704700000,670000,322.12,2080,Victorian,3974,2,5,2,1,1,C,1,R1,Y,VT,G,F,12,W,1885,42.28611,-71.06797
1704736000,539000,232.93,2314,Colonial,4170,2,4,2,1,1,N,1,R1,Y,CL,G,W,7,W,1900,42.28647,-71.07064
1704852000,611000,201.25,2558,Conventional,4031,2,6,2,0,2,N,0,R2,Y,TF,H,W,13,F,1900,42.28862,-71.06938
1800045001,826,0,826,Unknown,1702,1,3,2,0,1,N,0,R1,Y,RR,G,M,7,W,1998,42.2712,-71.07629
1800067000,360000,267.86,1344,Colonial,2080,2,4,2,1,1,C,0,R1,Y,CL,G,W,8,F,1930,42.27056,-71.08034
1800083000,555000,162.57,3414,Decker,5224,3,6,3,0,3,N,0,R3,N,DK,F,W,15,F,1905,42.27213,-71.07739
1800090000,240000,320,750,Cape,2000,1,2,1,0,1,N,0,R1,Y,CP,G,M,4,F,1950,42.272676,-71.078405
1800114016,350000,204.08,1715,Two Fam Stack,2555,2,4,2,0,2,N,0,R2,Y,TF,G,M,8,W,1945,42.27164,-71.08548
1800114019,450000,200.53,2244,Two Fam Stack,3396,2,6,2,0,2,N,0,R2,N,TF,H,M,12,F,1945,42.27213,-71.08528
1800117010,465000,263.61,1764,Two Fam Stack,2836,2,6,2,0,2,C,0,R2,N,TF,G,M,12,W,1950,42.27147,-71.08792
1800138000,368000,163.63,2249,Colonial,3538,2,3,1,1,1,N,0,R1,N,CL,G,M,8,W,1940,42.27306,-71.08957
1800252000,435000,173.17,2512,Duplex,4221,2,6,2,0,2,N,0,R2,N,DX,G,M,13,W,1905,42.27897,-71.08135
1800267000,354000,258.39,1370,Cape,2648,1.5,3,2,0,1,N,0,R1,N,CP,G,M,7,W,1958,42.2763,-71.07824
1800385005,400000,205.34,1948,Two Fam Stack,3030,2,4,2,0,2,N,0,R2,Y,TF,H,M,10,W,1950,42.27065,-71.08906
1800385015,353000,268.85,1313,Cape,2963,1,3,1,1,1,N,0,R1,Y,CP,G,M,7,F,1950,42.27211,-71.08935
1800385017,342500,370.67,969,Cape,2140,1,3,1,1,1,N,0,R1,N,CP,G,M,6,F,1956,42.27272,-71.08899
1800531007,288000,213.97,1346,Cape,2472,1.5,3,1,1,1,N,0,R1,N,CP,G,M,6,W,1950,42.27301,-71.09013
1800589000,234000,124.53,1879,Raised Ranch,2676,1,3,1,1,1,C,0,R1,N,RR,G,M,5,F,1960,42.27434,-71.09057
1800660000,324000,249.23,1300,Colonial,1924,2,3,1,1,1,N,0,R1,N,CL,G,M,6,W,1950,42.27584,-71.08821
1800790000,490000,140.44,3489,Conventional,5916,2,5,2,0,2,N,0,R2,Y,CV,H,M,11,W,1920,42.27643,-71.09229
1800813000,419000,128.13,3270,Decker,5290,3,6,3,0,3,N,0,R3,N,DK,F,M,15,W,1905,42.27636,-71.09173
1800872000,550000,133.43,4122,Decker,6192,3,9,3,0,3,N,0,R3,N,DK,F,M,18,W,1905,42.27949,-71.09199
